DATA,CLIENTE,ORIGEM ,DESTINO ,KM,VEÍCULO,KM ROD,R$ MOTORISTA,R$ EMPRESA,VALOR DE NF,DIAS PAG,ICMS,CO,COMISSÃO,RENTABILIDADE,V. COM,SITUAÇÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2026,UNIFORT,GOIANIA ,MARABA,1.400,TOCO,"5,04","R$ 7.060,00","R$ 12.500,00","R$ 100.000,00",15,"5,00%","5,33%","10,00%","19,11%"," R$  544,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 106,25", IMPOSTO," R$  812,50 ","6,50%", C.O," R$  666,25 ", MARGEM," R$  2.389,13 ", ICMS," R$  625,00 ", MOVA," R$  0,00 "," R$  249,38 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
22/06/2026,TRYUMPHO,BETIM,BARUERI,560,TRUCK,"6,54","R$ 3.660,00","R$ 5.900,00","R$ 42.000,00",7,"5,00%","5,33%","10,00%","15,05%"," R$  224,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 50,15", IMPOSTO," R$  383,50 ","6,50%", C.O," R$  314,47 ", MARGEM," R$  887,85 ", ICMS," R$  295,00 ", MOVA," R$  0,00 "," R$  54,93 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 12,60",BOLETOS + RCV," R$  17,50 "
22/06/2026,LABRITS,RIO DO SUL,SAO PAULO,560,TRUCK,"1,61","R$ 900,00","R$ 1.490,00","R$ 10.000,00",7,"9,60%","5,33%","7,00%","12,24%"," R$  41,30 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,67", IMPOSTO," R$  96,85 ","6,50%", C.O," R$  79,42 ", MARGEM," R$  182,36 ", ICMS," R$  143,04 ", MOVA," R$  0,00 "," R$  13,87 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 3,00",BOLETOS + RCV," R$  17,50 "
22/06/2026,TRYUMPHO,BETIM,ITAJAI,1.100,CARRETA LS,"8,78","R$ 9.660,00","R$ 15.900,00","R$ 400.000,00",10,"5,00%","5,33%","10,00%","15,45%"," R$  624,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 135,15", IMPOSTO," R$  1.033,50 ","6,50%", C.O," R$  847,47 ", MARGEM," R$  2.455,91 ", ICMS," R$  795,00 ", MOVA," R$  0,00 "," R$  211,47 ", MOVA,"1,33%", SEGURO,"0,030%","R$ 120,00",BOLETOS + RCV," R$  17,50 "
23/06/2026,CYA RUBBER,GUARULHOS,SALTO,120,TRUCK,"11,33","R$ 1.360,00","R$ 2.200,00","R$ 50.000,00",15,"9,60%","5,33%","5,00%","10,52%"," R$  42,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 18,70", IMPOSTO," R$  143,00 ","6,50%", C.O," R$  117,26 ", MARGEM," R$  231,45 ", ICMS," R$  211,20 ", MOVA," R$  0,00 "," R$  43,89 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
23/06/2026,CYA RUBBER,SAO LEOPOLDO,NOVA PRATA,147,CARRETA,"14,01","R$ 2.060,00","R$ 3.800,00","R$ 300.000,00",15,"5,00%","5,33%","13,00%","17,33%"," R$  226,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 32,30", IMPOSTO," R$  247,00 ","6,50%", C.O," R$  202,54 ", MARGEM," R$  658,65 ", ICMS," R$  190,00 ", MOVA," R$  0,00 "," R$  75,81 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
23/06/2026,CYA RUBBER,SAO LEOPOLDO,GUARULHOS,1.163,TRUCK,"5,98","R$ 6.960,00","R$ 13.450,00","R$ 250.000,00",15,"9,60%","5,33%","13,00%","17,02%"," R$  843,70 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 114,33", IMPOSTO," R$  874,25 ","6,50%", C.O," R$  716,89 ", MARGEM," R$  2.288,81 ", ICMS," R$  1.291,20 ", MOVA," R$  0,00 "," R$  268,33 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 75,00",BOLETOS + RCV," R$  17,50 "
23/06/2026,CYA RUBBER,GUARULHOS,SALTO,120,3/4,"8,33","R$ 1.000,00","R$ 1.900,00","R$ 30.000,00",15,"9,60%","5,33%","13,00%","15,54%"," R$  117,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 16,15", IMPOSTO," R$  123,50 ","6,50%", C.O," R$  101,27 ", MARGEM," R$  295,28 ", ICMS," R$  182,40 ", MOVA," R$  0,00 "," R$  37,91 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 9,00",BOLETOS + RCV," R$  17,50 "
24/06/2026,LABRITS,JOINVILLE,SAO PAULO,600,TRUCK,"1,27","R$ 760,00","R$ 1.420,00","R$ 5.000,00",15,"9,60%","5,33%","11,00%","15,75%"," R$  72,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,07", IMPOSTO," R$  92,30 ","6,50%", C.O," R$  75,69 ", MARGEM," R$  223,70 ", ICMS," R$  136,32 ", MOVA," R$  0,00 "," R$  28,33 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 1,50",BOLETOS + RCV," R$  17,50 "
24/06/2026,TRYUMPHO,BETIM,BARUERI,560,TRUCK,"6,00","R$ 3.360,00","R$ 5.000,00","R$ 42.000,00",7,"5,00%","5,33%","6,00%","11,62%"," R$  98,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 42,50", IMPOSTO," R$  325,00 ","6,50%", C.O," R$  266,50 ", MARGEM," R$  580,95 ", ICMS," R$  250,00 ", MOVA," R$  0,00 "," R$  46,55 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 12,60",BOLETOS + RCV," R$  17,50 "
25/06/2026,TRYUMPHO,BETIM ,JUIZ DE FORA,286,TRUCK,"8,95","R$ 2.560,00","R$ 4.500,00","R$ 26.000,00",7,"5,00%","5,33%","13,00%","18,33%"," R$  252,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 38,25", IMPOSTO," R$  292,50 ","6,50%", C.O," R$  239,85 ", MARGEM," R$  825,01 ", ICMS," R$  225,00 ", MOVA," R$  0,00 "," R$  41,90 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 7,80",BOLETOS + RCV," R$  17,50 "
25/06/2026,UNIFORT,GOIANIA,MARABA,1.200,TRUCK,"8,13","R$ 9.760,00","R$ 16.200,00","R$ 150.000,00",15,"5,00%","5,33%","10,00%","15,72%"," R$  644,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 137,70", IMPOSTO," R$  1.053,00 ","6,50%", C.O," R$  863,46 ", MARGEM," R$  2.546,15 ", ICMS," R$  810,00 ", MOVA," R$  0,00 "," R$  323,19 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
25/06/2026,TRYUMPHO,BETIM,DUQUE DE CAXIAS,430,CARRETA,"9,70","R$ 4.170,00","R$ 6.800,00","R$ 80.000,00",5,"5,00%","5,33%","12,00%","15,08%"," R$  315,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 57,80", IMPOSTO," R$  442,00 ","6,50%", C.O," R$  362,44 ", MARGEM," R$  1.025,44 ", ICMS," R$  340,00 ", MOVA," R$  0,00 "," R$  45,22 ", MOVA,"0,67%", SEGURO,"0,030%","R$ 24,00",BOLETOS + RCV," R$  17,50 "
25/06/2026,CYA RUBBER,GUARULHOS,DIADEMA,109,3/4,"6,97","R$ 760,00","R$ 1.520,00","R$ 3.500,00",15,"9,60%","5,33%","13,00%","18,00%"," R$  98,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,92", IMPOSTO," R$  98,80 ","6,50%", C.O," R$  81,02 ", MARGEM," R$  273,67 ", ICMS," R$  145,92 ", MOVA," R$  0,00 "," R$  30,32 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 1,05",BOLETOS + RCV," R$  17,50 "
25/06/2026,AMIGO DO LUCAS,BETIM,PADRE PARAISO,555,BITRUCK,"9,12","R$ 5.060,00","R$ 6.600,00","R$ 100.000,00",7,"5,00%","5,33%","13,00%","0,97%"," R$  200,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 56,10", IMPOSTO," R$  429,00 ","6,50%", C.O," R$  351,78 ", MARGEM," R$  63,97 ", ICMS," R$  330,00 ", MOVA," R$  0,00 "," R$  61,45 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
25/06/2026,EVOLUÇÃO COM,JUNDIAI,JOINVILLE,600,COMPL,"3,18","R$ 1.910,00","R$ 3.200,00","R$ 211.000,00",20,"9,60%","5,33%","0,00%","5,04%"," R$  250,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 27,20", IMPOSTO," R$  208,00 ","6,50%", C.O," R$  170,56 ", MARGEM," R$  161,12 ", ICMS," R$  307,20 ", MOVA," R$  0,00 "," R$  85,12 ", MOVA,"2,66%", SEGURO,"0,030%","R$ 63,30",BOLETOS + RCV," R$  17,50 "
25/06/2026,TRYUMPHO,BETIM ,JUIZ DE FORA,286,TRUCK,"11,40","R$ 3.260,00","R$ 5.000,00","R$ 26.000,00",5,"5,00%","5,33%","7,00%","13,51%"," R$  121,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 42,50", IMPOSTO," R$  325,00 ","6,50%", C.O," R$  266,50 ", MARGEM," R$  675,65 ", ICMS," R$  250,00 ", MOVA," R$  0,00 "," R$  33,25 ", MOVA,"0,67%", SEGURO,"0,030%","R$ 7,80",BOLETOS + RCV," R$  17,50 "
25/06/2026,AJJ TUBOS,CURITIBA,CARMO DO CAJURU,928,BITRUCK,"6,75","R$ 6.260,00","R$ 9.200,00","R$ 100.000,00",10,"9,60%","5,33%","0,00%","5,11%"," R$  250,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 78,20", IMPOSTO," R$  598,00 ","6,50%", C.O," R$  490,36 ", MARGEM," R$  470,38 ", ICMS," R$  883,20 ", MOVA," R$  0,00 "," R$  122,36 ", MOVA,"1,33%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
25/06/2026,GEO CLEAN,ARARAQUARA,SORRISO,1.623,CARRETA,"7,74","R$ 12.560,00","R$ 19.300,00","R$ 190.000,00",7,"5,60%","5,33%","7,00%","12,88%"," R$  471,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 164,05", IMPOSTO," R$  1.254,50 ","6,50%", C.O," R$  1.028,69 ", MARGEM," R$  2.485,98 ", ICMS," R$  1.080,80 ", MOVA," R$  0,00 "," R$  179,68 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 57,00",BOLETOS + RCV," R$  17,50 "
25/06/2026,CYA RUBBER,VIANA,SAO PAULO,700,TRUCK,"7,51","R$ 5.260,00","R$ 8.400,00","R$ 100.000,00",15,"9,60%","5,33%","5,00%","10,67%"," R$  157,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 71,40", IMPOSTO," R$  546,00 ","6,50%", C.O," R$  447,72 ", MARGEM," R$  896,40 ", ICMS," R$  806,40 ", MOVA," R$  0,00 "," R$  167,58 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
26/06/2026,TRYUMPHO,BETIM,DUQUE DE CAXIAS,430,CARRETA,"10,70","R$ 4.600,00","R$ 6.800,00","R$ 80.000,00",5,"5,00%","5,33%","6,00%","11,46%"," R$  132,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 57,80", IMPOSTO," R$  442,00 ","6,50%", C.O," R$  362,44 ", MARGEM," R$  779,04 ", ICMS," R$  340,00 ", MOVA," R$  0,00 "," R$  45,22 ", MOVA,"0,67%", SEGURO,"0,030%","R$ 24,00",BOLETOS + RCV," R$  17,50 "
26/06/2026,CYA RUBBER,GUARULHOS,FRANCA,430,TOCO,"5,72","R$ 2.460,00","R$ 4.600,00","R$ 50.000,00",15,"9,60%","5,33%","13,00%","15,49%"," R$  278,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 39,10", IMPOSTO," R$  299,00 ","6,50%", C.O," R$  245,18 ", MARGEM," R$  712,65 ", ICMS," R$  441,60 ", MOVA," R$  0,00 "," R$  91,77 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
26/06/2026,CYA RUBBER,SAO LEOPOLDO,GUARULHOS,1.103,TRUCK,"4,77","R$ 5.260,00","R$ 9.900,00","R$ 100.000,00",15,"9,60%","5,33%","13,00%","16,02%"," R$  603,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 84,15", IMPOSTO," R$  643,50 ","6,50%", C.O," R$  527,67 ", MARGEM," R$  1.586,08 ", ICMS," R$  950,40 ", MOVA," R$  0,00 "," R$  197,51 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,CYA RUBBER,GUARULHOS,ITAQUAQUECETUBA,27,TOCO,"24,44","R$ 660,00","R$ 1.340,00","R$ 50.000,00",15,"9,60%","5,33%","13,00%","17,45%"," R$  88,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 11,39", IMPOSTO," R$  87,10 ","6,50%", C.O," R$  71,42 ", MARGEM," R$  233,82 ", ICMS," R$  128,64 ", MOVA," R$  0,00 "," R$  26,73 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,CYA RUBBER,SAO LEOPOLDO,GUARULHOS,1.500,CARRETA,"8,04","R$ 12.060,00","R$ 19.200,00","R$ 160.000,00",15,"9,60%","5,33%","5,00%","10,71%"," R$  357,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 163,20", IMPOSTO," R$  1.248,00 ","6,50%", C.O," R$  1.023,36 ", MARGEM," R$  2.056,70 ", ICMS," R$  1.843,20 ", MOVA," R$  0,00 "," R$  383,04 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 48,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,CYA RUBBER,GUARULHOS,JAGUARIUNA,140,CARRETA,"16,86","R$ 2.360,00","R$ 4.000,00","R$ 150.000,00",15,"9,60%","5,33%","7,00%","12,29%"," R$  114,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 34,00", IMPOSTO," R$  260,00 ","6,50%", C.O," R$  213,20 ", MARGEM," R$  491,70 ", ICMS," R$  384,00 ", MOVA," R$  0,00 "," R$  79,80 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,CYA RUBBER,SAO LEOPOLDO,GUARULHOS,1.100,BITRUCK,"6,64","R$ 7.300,00","R$ 10.800,00","R$ 370.000,00",15,"9,60%","5,33%","0,00%","4,63%"," R$  250,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 91,80", IMPOSTO," R$  702,00 ","6,50%", C.O," R$  575,64 ", MARGEM," R$  499,80 ", ICMS," R$  1.036,80 ", MOVA," R$  0,00 "," R$  215,46 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 111,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,TERMOCOLOR,DIADEMA,JUNDIAI,70,VAN,"10,71","R$ 750,00","R$ 1.490,00","R$ 120.000,00",15,"9,60%","5,33%","13,00%","15,34%"," R$  96,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,67", IMPOSTO," R$  96,85 ","6,50%", C.O," R$  79,42 ", MARGEM," R$  228,60 ", ICMS," R$  143,04 ", MOVA," R$  0,00 "," R$  29,73 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 36,00",BOLETOS + RCV," R$  17,50 "
30/06/2026,NEOLIDER,SAO BERNARDO DO CAMPO,SAO JOSE DOS CAMPOS,476,TRUCK,"7,27","R$ 3.460,00","R$ 5.600,00","R$ 3.300,00",15,"9,60%","5,33%","6,00%","11,32%"," R$  128,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 47,60", IMPOSTO," R$  364,00 ","6,50%", C.O," R$  298,48 ", MARGEM," R$  633,71 ", ICMS," R$  537,60 ", MOVA," R$  0,00 "," R$  111,72 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 0,99",BOLETOS + RCV," R$  17,50 "
01/07/2026,UNIFORT,ITAJAI,BETIM,1.046,CARRETA,"9,43","R$ 9.860,00","R$ 16.900,00","R$ 300.000,00",15,"5,00%","5,33%","10,00%","17,18%"," R$  704,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 143,65", IMPOSTO," R$  1.098,50 ","6,50%", C.O," R$  900,77 ", MARGEM," R$  2.903,43 ", ICMS," R$  845,00 ", MOVA," R$  0,00 "," R$  337,16 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,CYA RUBBER,GUARULHOS,SAO PAULO,30,BITRUCK,"30,33","R$ 910,00","R$ 1.930,00","R$ 300.000,00",15,"9,60%","5,33%","13,00%","16,13%"," R$  132,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 16,41", IMPOSTO," R$  125,45 ","6,50%", C.O," R$  102,87 ", MARGEM," R$  311,39 ", ICMS," R$  185,28 ", MOVA," R$  0,00 "," R$  38,50 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,ORIGEM ,SAO LUIS GONZALO,RIBEIRAO PRETO,1.381,CARRETA,"8,37","R$ 11.560,00","R$ 19.200,00","R$ 150.000,00",15,"9,60%","5,33%","7,00%","12,41%"," R$  534,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 163,20", IMPOSTO," R$  1.248,00 ","6,50%", C.O," R$  1.023,36 ", MARGEM," R$  2.381,90 ", ICMS," R$  1.843,20 ", MOVA," R$  0,00 "," R$  383,04 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,ORIGEM ,SAO LUIS GONZALO,RIBEIRAO PRETO,1.381,RODO,"12,74","R$ 17.600,00","R$ 29.250,00","R$ 400.000,00",15,"9,60%","5,33%","7,00%","12,30%"," R$  815,50 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 248,63", IMPOSTO," R$  1.901,25 ","6,50%", C.O," R$  1.559,03 ", MARGEM," R$  3.596,56 ", ICMS," R$  2.808,00 ", MOVA," R$  0,00 "," R$  583,54 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 120,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,CYA RUBBER,GUARULHOS,SAO PAULO,30,3/4,"23,67","R$ 710,00","R$ 1.390,00","R$ 50.000,00",15,"9,60%","5,33%","13,00%","15,95%"," R$  88,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 11,82", IMPOSTO," R$  90,35 ","6,50%", C.O," R$  74,09 ", MARGEM," R$  221,68 ", ICMS," R$  133,44 ", MOVA," R$  0,00 "," R$  27,73 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,UNIFORT,BETIM,VITORIA DA CONQUISTA,901,TRUCK,"6,17","R$ 5.560,00","R$ 9.500,00","R$ 100.000,00",15,"5,00%","5,33%","10,00%","17,15%"," R$  394,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 80,75", IMPOSTO," R$  617,50 ","6,50%", C.O," R$  506,35 ", MARGEM," R$  1.629,38 ", ICMS," R$  475,00 ", MOVA," R$  0,00 "," R$  189,53 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,CYA RUBBER,GUARULHOS,COTIA,60,VLC,"11,83","R$ 710,00","R$ 1.380,00","R$ 30.000,00",15,"9,60%","5,33%","13,00%","16,04%"," R$  87,10 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 11,73", IMPOSTO," R$  89,70 ","6,50%", C.O," R$  73,55 ", MARGEM," R$  221,41 ", ICMS," R$  132,48 ", MOVA," R$  0,00 "," R$  27,53 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 9,00",BOLETOS + RCV," R$  17,50 "
01/07/2026,VIRTUS,SANTOS,RIO VERDE,1.006,CARRETA,"8,21","R$ 8.260,00","R$ 13.950,00","R$ 100.000,00",7,"5,60%","5,33%","13,00%","15,93%"," R$  739,70 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 118,58", IMPOSTO," R$  906,75 ","6,50%", C.O," R$  743,54 ", MARGEM," R$  2.222,87 ", ICMS," R$  781,20 ", MOVA," R$  0,00 "," R$  129,87 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
02/07/2026,CYA RUBBER,VIANA,ITAQUAQUECETUBA,830,TRUCK,"6,10","R$ 5.060,00","R$ 7.900,00","R$ 100.000,00",15,"9,60%","5,33%","2,00%","7,91%"," R$  250,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 67,15", IMPOSTO," R$  513,50 ","6,50%", C.O," R$  421,07 ", MARGEM," R$  624,78 ", ICMS," R$  758,40 ", MOVA," R$  0,00 "," R$  157,61 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
06/07/2026,NEOLIDER,SAO BERNARDO DO CAMPO,VITORIA DE SANTO ANTAO,2.600,TRUCK,"5,52","R$ 14.360,00","R$ 21.300,00","R$ 261.000,00",15,"5,60%","5,33%","5,00%","10,23%"," R$  347,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 181,05", IMPOSTO," R$  1.384,50 ","6,50%", C.O," R$  1.135,29 ", MARGEM," R$  2.178,63 ", ICMS," R$  1.192,80 ", MOVA," R$  0,00 "," R$  424,94 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 78,30",BOLETOS + RCV," R$  17,50 "
06/07/2026,NEOLIDER,SAO BERNARDO DO CAMPO,SAO JOSE DO RIO PRETO,459,TOCO,"5,80","R$ 2.660,00","R$ 4.400,00","R$ 50.000,00",15,"9,60%","5,33%","6,00%","12,16%"," R$  104,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 37,40", IMPOSTO," R$  286,00 ","6,50%", C.O," R$  234,52 ", MARGEM," R$  535,00 ", ICMS," R$  422,40 ", MOVA," R$  0,00 "," R$  87,78 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,CYA RUBBER,SAO LEOPOLDO,BELO HORIZONTE,1.650,TRUCK,"5,73","R$ 9.460,00","R$ 14.900,00","R$ 150.000,00",15,"9,60%","5,33%","4,00%","10,36%"," R$  217,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 126,65", IMPOSTO," R$  968,50 ","6,50%", C.O," R$  794,17 ", MARGEM," R$  1.542,93 ", ICMS," R$  1.430,40 ", MOVA," R$  0,00 "," R$  297,26 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,TRYUMPHO,BETIM,JUIZ DE FORA,200,TRUCK,"17,30","R$ 3.460,00","R$ 5.650,00","R$ 50.000,00",5,"5,00%","5,33%","12,00%","15,19%"," R$  262,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 48,03", IMPOSTO," R$  367,25 ","6,50%", C.O," R$  301,15 ", MARGEM," R$  858,21 ", ICMS," R$  282,50 ", MOVA," R$  0,00 "," R$  37,57 ", MOVA,"0,67%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,CYA RUBBER,GUARULHOS,BELO HORIZONTE,573,TRUCK,"6,56","R$ 3.760,00","R$ 7.200,00","R$ 100.000,00",15,"9,60%","5,33%","13,00%","16,63%"," R$  447,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 61,20", IMPOSTO," R$  468,00 ","6,50%", C.O," R$  383,76 ", MARGEM," R$  1.197,50 ", ICMS," R$  691,20 ", MOVA," R$  0,00 "," R$  143,64 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,VIIRTUS,SANTOS ,RIO VERDE,976,CARRETA,"8,46","R$ 8.260,00","R$ 13.980,00","R$ 140.000,00",7,"5,60%","5,33%","13,00%","15,96%"," R$  743,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 118,83", IMPOSTO," R$  908,70 ","6,50%", C.O," R$  745,13 ", MARGEM," R$  2.231,20 ", ICMS," R$  782,88 ", MOVA," R$  0,00 "," R$  130,15 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 42,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,CYA RUBBER,VIANA,CAJURU,967,CARRETA,"7,97","R$ 7.710,00","R$ 12.900,00","R$ 150.000,00",15,"9,60%","5,33%","7,00%","12,66%"," R$  363,30 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 109,65", IMPOSTO," R$  838,50 ","6,50%", C.O," R$  687,57 ", MARGEM," R$  1.632,73 ", ICMS," R$  1.238,40 ", MOVA," R$  0,00 "," R$  257,36 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
07/07/2026,CYA RUBBER,VIANA,CAJURU,967,TRUCK,"6,06","R$ 5.860,00","R$ 9.800,00","R$ 150.000,00",15,"9,60%","5,33%","7,00%","12,48%"," R$  275,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 83,30", IMPOSTO," R$  637,00 ","6,50%", C.O," R$  522,34 ", MARGEM," R$  1.222,75 ", ICMS," R$  940,80 ", MOVA," R$  0,00 "," R$  195,51 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
08/07/2026,CYA RUBBER,SÃO LEOPOLDO,GUARULHOS,1.084,TRUCK,"5,87","R$ 6.360,00","R$ 10.050,00","R$ 120.000,00",15,"9,60%","5,33%","5,00%","10,07%"," R$  184,50 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 85,43", IMPOSTO," R$  653,25 ","6,50%", C.O," R$  535,67 ", MARGEM," R$  1.012,36 ", ICMS," R$  964,80 ", MOVA," R$  0,00 "," R$  200,50 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 36,00",BOLETOS + RCV," R$  17,50 "
